name,category,tier,address,city,zip,phone,email,website,lat,lng,google_rating,google_review_count,business_status,google_maps_url,owner_name,business_structure,chain_affiliation,is_independent,website_quality_score,estimated_annual_cases,estimated_annual_revenue,data_source,last_verified,notes
Pellish & Pellish,attorney,2,"809 W Market St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-2338,,http://www.pellishlaw.com/,40.682869,-76.2015299,4.4,8,OPERATIONAL,https://maps.google.com/?cid=9990682549952804098,,,,,,,,google_places,2026-03-06,
Pfeiffer Brown DiNicola & Frantz,attorney,2,"1800 West End Ave, Pottsville, PA 17901, USA",Pottsville,17901,(570) 391-0199,,https://www.pbdfcomplaw.com/,40.6789695,-76.21677319999999,4.9,71,OPERATIONAL,https://maps.google.com/?cid=18294455509293750882,,,,,,,,google_places,2026-03-06,
"The Law Offices of Anthony Urban, P.C.",attorney,2,"474 N Centre St floor 3, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-1247,,https://www.urbanlaw.com/,40.6894382,-76.19765249999999,4.8,89,OPERATIONAL,https://maps.google.com/?cid=1016929054838412686,,,,,,,,google_places,2026-03-06,
Thomas J Pellish Law Office,attorney,2,"304 N Centre St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 628-3325,,,40.6872578,-76.1964362,4.5,19,OPERATIONAL,https://maps.google.com/?cid=13900122791454254735,,,,,,,,google_places,2026-03-06,
Urbanski Law Firm,attorney,2,"117 Mill Creek Ave, Pottsville, PA 17901, USA",Pottsville,17901,(570) 592-2507,,https://urbanskilawfirm.com/,40.6971994,-76.1866798,4.2,32,OPERATIONAL,https://maps.google.com/?cid=11260495800156663211,,,,,,,,google_places,2026-03-06,
Williamson Friedberg & Jones LLC,attorney,2,"10 Westwood Rd, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-5933,,https://www.wfjlaw.net/,40.6751509,-76.2350045,3.8,57,OPERATIONAL,https://maps.google.com/?cid=3785520410386272679,,,,,,,,google_places,2026-03-06,
Williamson Friedberg & Jones: Guzick-Schafer Lori A,attorney,2,"10 Westwood Rd, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-5933,,https://www.wfjlaw.net/attorneys/lori-schafer-guzick/,40.6751788,-76.2350518,4.0,8,OPERATIONAL,https://maps.google.com/?cid=3567795544348305667,,,,,,,,google_places,2026-03-06,
Williamson Friedberg & Jones: Mika Eric M,attorney,2,"10 Westwood Rd, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-5933,,http://www.wfjlaw.net/,40.6751788,-76.2350518,3.0,2,OPERATIONAL,https://maps.google.com/?cid=7490599187340397042,,,,,,,,google_places,2026-03-06,
Barley Snyder,attorney,2,"950 E Main St Suite 212, Schuylkill Haven, PA 17972, USA",Schuylkill Haven,17972,(570) 391-0116,,http://www.barley.com/,40.6374025,-76.1605762,,,OPERATIONAL,https://maps.google.com/?cid=884233956415940665,,,,,,,,google_places,2026-03-06,
Conville James,attorney,2,"38 St John St, Schuylkill Haven, PA 17972, USA",Schuylkill Haven,17972,(570) 385-0726,,https://www.zanerossilaw.com/attorney-profiles,40.6284156,-76.1718228,4.6,20,OPERATIONAL,https://maps.google.com/?cid=11988305317990932858,,,,,,,,google_places,2026-03-06,
Reedy Law Office,attorney,2,"7 E Main St, Schuylkill Haven, PA 17972, USA",Schuylkill Haven,17972,(570) 593-0076,,https://www.attyreedy.com/,40.6294784,-76.1727066,4.6,14,OPERATIONAL,https://maps.google.com/?cid=10840251830493055954,,,,,,,,google_places,2026-03-06,
Robin L. Harley,attorney,2,"38 St John St, Schuylkill Haven, PA 17972, USA",Schuylkill Haven,17972,(570) 385-0726,,http://zanerossilaw.com/,40.6284156,-76.1718229,2.5,8,OPERATIONAL,https://maps.google.com/?cid=4632723544690872294,,,,,,,,google_places,2026-03-06,
Rossi David J,attorney,2,"38 St John St, Schuylkill Haven, PA 17972, USA",Schuylkill Haven,17972,(570) 385-0726,,https://www.zanerossilaw.com/attorney-profiles,40.6284156,-76.1718228,4.3,3,OPERATIONAL,https://maps.google.com/?cid=16508178440351199669,,,,,,,,google_places,2026-03-06,
Zane Rossi Conville & Harley,attorney,2,"38 St John St, Schuylkill Haven, PA 17972, USA",Schuylkill Haven,17972,(570) 385-0726,,https://www.zanerossilaw.com/,40.6284068,-76.17181889999999,3.7,20,OPERATIONAL,https://maps.google.com/?cid=8457606107079717257,,,,,,,,google_places,2026-03-06,
Breznik Leo Attorney At Law,attorney,2,"32 E Centre St, Shenandoah, PA 17976, USA",Shenandoah,17976,(570) 462-1979,,http://www.leobreznik.com/,40.8205399,-76.20013519999999,4.4,17,OPERATIONAL,https://maps.google.com/?cid=11084243728255469466,,,,,,,,google_places,2026-03-06,
Burke & Burke,attorney,2,"23 E Centre St, Shenandoah, PA 17976, USA",Shenandoah,17976,(570) 462-1219,,,40.8208732,-76.200373,4.3,3,OPERATIONAL,https://maps.google.com/?cid=16321547506831641460,,,,,,,,google_places,2026-03-06,
Step 1 Notary & Auto Tags LLC,attorney,2,"24 E Centre St, Shenandoah, PA 17976, USA",Shenandoah,17976,(570) 579-4578,,https://step1tags.com/,40.8205326,-76.2003105,,,OPERATIONAL,https://maps.google.com/?cid=5140354103022377940,,,,,,,,google_places,2026-03-06,
"Toole,Mika & Jones, Llc",attorney,2,"26 E Centre St, Shenandoah, PA 17976, USA",Shenandoah,17976,,,,40.82052729999999,-76.20028289999999,,,OPERATIONAL,https://maps.google.com/?cid=18139454055854886646,,,,,,,,google_places,2026-03-06,
Williamson Friedberg & Jones,attorney,2,"26 E Centre St, Shenandoah, PA 17976, USA",Shenandoah,17976,(570) 462-1976,,https://www.wfjlaw.net/,40.8204608,-76.2002249,,,OPERATIONAL,https://maps.google.com/?cid=6954092318413487942,,,,,,,,google_places,2026-03-06,
Frycklund Robert S Attorney,attorney,2,"49 E Ludlow St, Summit Hill, PA 18250, USA",Summit Hill,18250,(570) 645-3100,,http://www.frycklund.com/,40.8250029,-75.869803,,,OPERATIONAL,https://maps.google.com/?cid=15337005979782387285,,,,,,,,google_places,2026-03-06,
"Bowe & Odorizzi Law, LLC",attorney,2,"109 W Broad St, Tamaqua, PA 18252, USA",Tamaqua,18252,(570) 668-1241,,https://boweodorizzilaw.com/,40.7972702,-75.9719453,4.2,30,OPERATIONAL,https://maps.google.com/?cid=9128512368329460292,,,,,,,,google_places,2026-03-06,
"Holman & Pitts Law, LLC",attorney,2,"204 E Broad St, Tamaqua, PA 18252, USA",Tamaqua,18252,(570) 668-5321,,https://www.facebook.com/Cholmanlaw/,40.797193,-75.96797,4.3,27,OPERATIONAL,https://maps.google.com/?cid=16055096298954036352,,,,,,,,google_places,2026-03-06,
Assumption of the Blessed Virgin Mary,church,2,"Center St, Aristes, PA 17920, USA",Aristes,17920,(570) 339-0650,,https://ukrcatholic.org/parish/assumption-of-the-blessed-virgin-mary-ukrainian-catholic-church-centralia,40.8087825,-76.3424189,4.5,98,OPERATIONAL,https://maps.google.com/?cid=13583635794938908976,,,,,,,,google_places,2026-03-06,
Ashland Christian Union Church,church,2,"950 Deep Creek Rd, Ashland, PA 17921, USA",Ashland,17921,(570) 682-9434,,,40.7073974,-76.430363,4.0,4,OPERATIONAL,https://maps.google.com/?cid=17479722589249367957,,,,,,,,google_places,2026-03-06,
Bethany EC Church,church,2,"15 N 13th St, Ashland, PA 17921, USA",Ashland,17921,(570) 875-3000,,,40.7824234,-76.3470055,5.0,3,OPERATIONAL,https://maps.google.com/?cid=3573918833037995248,,,,,,,,google_places,2026-03-06,
Christ United Lutheran Church,church,2,"437 Airport Rd, Ashland, PA 17921, USA",Ashland,17921,(570) 875-1591,,https://www.christsunited.org/,40.73643029999999,-76.3752386,4.7,11,OPERATIONAL,https://maps.google.com/?cid=4945052033126587558,,,,,,,,google_places,2026-03-06,
Crossfire Youth Ministries,church,2,"1139 Centre St, Ashland, PA 17921, USA",Ashland,17921,,,https://www.crossfireyouthcenter.org/,40.7819878,-76.3458764,4.5,14,OPERATIONAL,https://maps.google.com/?cid=14074947141906179833,,,,,,,,google_places,2026-03-06,
Evangelical Lutheran Church of the Good Shepherd,church,2,"35 N 9th St, Ashland, PA 17921, USA",Ashland,17921,(570) 875-2581,,http://goodshepashland.com/,40.7829358,-76.3427953,4.8,10,OPERATIONAL,https://maps.google.com/?cid=12254240398174359730,,,,,,,,google_places,2026-03-06,
First United Methodist Presbyterian Church,church,2,"200 N 9th St, Ashland, PA 17921, USA",Ashland,17921,(570) 875-4020,,https://www.facebook.com/FUMPofAshlandPA/,40.7836326,-76.34354619999999,4.7,3,OPERATIONAL,https://maps.google.com/?cid=345446733005511372,,,,,,,,google_places,2026-03-06,
Good Fellowship Club,church,2,"1838 Centre St, Ashland, PA 17921, USA",Ashland,17921,(570) 875-1348,,,40.780633,-76.3527629,4.4,21,OPERATIONAL,https://maps.google.com/?cid=10715561391932155966,,,,,,,,google_places,2026-03-06,
Helping Hands Thrift Stores,church,2,"1005 Centre St, Ashland, PA 17921, USA",Ashland,17921,(570) 875-2944,,http://www.helpnetministries.com/,40.7823218,-76.3441491,4.3,26,OPERATIONAL,https://maps.google.com/?cid=2394973760839324003,,,,,,,,google_places,2026-03-06,
New Beginning Church,church,2,"919 Centre St, Ashland, PA 17921, USA",Ashland,17921,(570) 875-3515,,,40.7824839,-76.343431,5.0,1,OPERATIONAL,https://maps.google.com/?cid=2399293179950085192,,,,,,,,google_places,2026-03-06,
Saint John Church,church,2,"1268 Deep Creek Rd, Ashland, PA 17921, USA",Ashland,17921,,,,40.7225471,-76.40708839999999,,,OPERATIONAL,https://maps.google.com/?cid=6723828536308444898,,,,,,,,google_places,2026-03-06,
Salem Church,church,2,"855 Deep Creek Rd, Ashland, PA 17921, USA",Ashland,17921,,,,40.7010455,-76.4373052,4.0,3,OPERATIONAL,https://maps.google.com/?cid=1502502201656662040,,,,,,,,google_places,2026-03-06,
St John United Ch of Christ,church,2,"174 Hinkle Rd, Ashland, PA 17921, USA",Ashland,17921,(570) 875-0828,,,40.728357,-76.411937,4.0,1,OPERATIONAL,https://maps.google.com/?cid=18189802378545528843,,,,,,,,google_places,2026-03-06,
St John's Kimmel's Church,church,2,"1263 Deep Creek Rd, Ashland, PA 17921, USA",Ashland,17921,(570) 875-0200,,,40.7226,-76.407781,5.0,2,OPERATIONAL,https://maps.google.com/?cid=6065339855992849389,,,,,,,,google_places,2026-03-06,
St. Charles Borromeo Parish,church,2,"1115 Walnut St, Ashland, PA 17921, USA",Ashland,17921,(570) 875-1521,,https://www.stcharlesashland.com/,40.7812296,-76.345081,4.9,32,OPERATIONAL,https://maps.google.com/?cid=5322026402446180168,,,,,,,,google_places,2026-03-06,
St. John's Episcopal Church,church,2,"N 13th St &, Market St, Ashland, PA 17921, USA",Ashland,17921,,,https://www.vpnavy01.com/websites/cnp/st-johns-ashland.html,40.7827303,-76.3469211,,,OPERATIONAL,https://maps.google.com/?cid=11389745077235766630,,,,,,,,google_places,2026-03-06,
Zion's Reformed United Church of Christ,church,2,"2400 Centre St, Ashland, PA 17921, USA",Ashland,17921,(570) 875-2700,,https://facebook.com/ZionsReformedUCCAshland/,40.7796524,-76.35784369999999,5.0,3,OPERATIONAL,https://maps.google.com/?cid=6230941724039896494,,,,,,,,google_places,2026-03-06,
(Living Waters) Church of God,church,2,"155 S Balliet St, Frackville, PA 17931, USA",Frackville,17931,(570) 874-1585,,,40.7821888,-76.2309473,5.0,7,OPERATIONAL,https://maps.google.com/?cid=14042694811578308468,,,,,,,,google_places,2026-03-06,
Annunciation BVM Church,church,2,"33 S Broad Mountain Ave, Frackville, PA 17931, USA",Frackville,17931,(570) 874-0610,,,40.7851517,-76.22742869999999,,,OPERATIONAL,https://maps.google.com/?cid=227683309577203690,,,,,,,,google_places,2026-03-06,
Calvary Baptist Church,church,2,"139 S Center St, Frackville, PA 17931, USA",Frackville,17931,(570) 874-0397,,http://www.calvarybaptistfrackville.com/,40.7817331,-76.2334734,4.5,16,OPERATIONAL,https://maps.google.com/?cid=7660822065720439503,,,,,,,,google_places,2026-03-06,
Compassion heart of God church,church,2,"21 S Nice St, Frackville, PA 17931, USA",Frackville,17931,,,,40.783765,-76.2331222,,,OPERATIONAL,https://maps.google.com/?cid=214154811170471907,,,,,,,,google_places,2026-03-06,
First United Methodist Church,church,2,"25 S Balliet St, Frackville, PA 17931, USA",Frackville,17931,(570) 874-0792,,,40.78405619999999,-76.2316652,5.0,6,OPERATIONAL,https://maps.google.com/?cid=4198082284947332886,,,,,,,,google_places,2026-03-06,
Foursquare Gospel Church,church,2,"19 N Lehigh Ave, Frackville, PA 17931, USA",Frackville,17931,(570) 874-0843,,,40.7856422,-76.2309757,,,OPERATIONAL,https://maps.google.com/?cid=12908015429748164389,,,,,,,,google_places,2026-03-06,
Frackville Foursquare Church,church,2,"71 Industrial Rd, Frackville, PA 17931, USA",Frackville,17931,(570) 952-5523,,,40.7779867,-76.2180384,5.0,3,OPERATIONAL,https://maps.google.com/?cid=4009190109818901965,,,,,,,,google_places,2026-03-06,
Holy Ascension Orthodox Church,church,2,"209 S Lehigh Ave, Frackville, PA 17931, USA",Frackville,17931,(570) 874-3162,,https://www.haoca.org/,40.7823343,-76.22942189999999,5.0,8,OPERATIONAL,https://maps.google.com/?cid=7478096547718654317,,,,,,,,google_places,2026-03-06,
New Hope Weseleyan Church,church,2,"500 E Oak St, Frackville, PA 17931, USA",Frackville,17931,,,,40.78563210000001,-76.224368,5.0,9,OPERATIONAL,https://maps.google.com/?cid=7283474026553226040,,,,,,,,google_places,2026-03-06,
North Parish Episcopal Churches,church,2,"140 W Frack St, Frackville, PA 17931, USA",Frackville,17931,(570) 429-7107,,,40.7843001,-76.2331765,5.0,2,OPERATIONAL,https://maps.google.com/?cid=11858726714872486614,,,,,,,,google_places,2026-03-06,
St John the Baptist Parish,church,2,"414 W Oak St, Frackville, PA 17931, USA",Frackville,17931,(570) 874-1960,,https://www.stjohnpncc.org/,40.7822178,-76.23565649999999,3.7,3,OPERATIONAL,https://maps.google.com/?cid=8912312826865852329,,,,,,,,google_places,2026-03-06,
"St Joseph Parish, Office",church,2,"7 S Broad Mountain Ave, Frackville, PA 17931, USA",Frackville,17931,(570) 874-0610,,http://www.stjoesfrackville.com/,40.785689,-76.227755,5.0,7,OPERATIONAL,https://maps.google.com/?cid=15029641313758067758,,,,,,,,google_places,2026-03-06,
St Joseph's Rectory,church,2,"7 S Broad Mountain Ave, Frackville, PA 17931, USA",Frackville,17931,(570) 874-0610,,,40.7857238,-76.2277016,,,OPERATIONAL,https://maps.google.com/?cid=7863049953930485007,,,,,,,,google_places,2026-03-06,
St. Joseph the Worker Parish,church,2,"49 N Line St, Frackville, PA 17931, USA",Frackville,17931,(570) 874-0610,,http://stjoesfrackville.com/,40.7874595,-76.22763690000001,4.9,10,OPERATIONAL,https://maps.google.com/?cid=1980066478712171404,,,,,,,,google_places,2026-03-06,
St. Michael The Archangel Ukrainian Catholic Church,church,2,"45 S 2nd St, Frackville, PA 17931, USA",Frackville,17931,(570) 874-1101,,http://stmichaelucc.com/,40.7827259,-76.2352804,4.5,13,OPERATIONAL,https://maps.google.com/?cid=14483210177918854768,,,,,,,,google_places,2026-03-06,
Trinity Evangelical Congregational Church,church,2,"56 N Balliet St, Frackville, PA 17931, USA",Frackville,17931,(570) 874-2680,,,40.78595749999999,-76.2330432,5.0,4,OPERATIONAL,https://maps.google.com/?cid=10413050025260350509,,,,,,,,google_places,2026-03-06,
Zion Lutheran Church,church,2,"48 S Nice St, Frackville, PA 17931, USA",Frackville,17931,(570) 874-0255,,,40.7831487,-76.23320679999999,1.0,1,OPERATIONAL,https://maps.google.com/?cid=12923937730079119417,,,,,,,,google_places,2026-03-06,
Christ Lutheran Church,church,2,"10 E Mahanoy St, Mahanoy City, PA 17948, USA",Mahanoy City,17948,(570) 773-1981,,,40.811209,-76.140919,5.0,5,OPERATIONAL,https://maps.google.com/?cid=7526676105105834287,,,,,,,,google_places,2026-03-06,
First Congregational Church,church,2,"700 E Centre St, Mahanoy City, PA 17948, USA",Mahanoy City,17948,(570) 773-1508,,,40.813955,-76.1343953,4.3,6,OPERATIONAL,https://maps.google.com/?cid=10474574013084554990,,,,,,,,google_places,2026-03-06,
First United Methodist Church,church,2,"410 E Mahanoy St, Mahanoy City, PA 17948, USA",Mahanoy City,17948,(570) 773-1024,,http://www.umc.org/find-a-church/church/14280,40.81193,-76.1369184,3.7,3,OPERATIONAL,https://maps.google.com/?cid=17462651479263704867,,,,,,,,google_places,2026-03-06,
Saint Teresa of Calcutta Catholic Church,church,2,"600 W Mahanoy St, Mahanoy City, PA 17948, USA",Mahanoy City,17948,(570) 773-2771,,https://masstime.us/st-teresa-of-calcutta-church-mahanoy-city-pennsylvania/,40.8099354,-76.14758309999999,4.5,39,OPERATIONAL,https://maps.google.com/?cid=6316521319963219508,,,,,,,,google_places,2026-03-06,
St Mary's Catholic Church,church,2,"621 W Mahanoy St, Mahanoy City, PA 17948, USA",Mahanoy City,17948,(570) 773-2631,,,40.810122,-76.1481694,5.0,3,OPERATIONAL,https://maps.google.com/?cid=4738341094605246840,,,,,,,,google_places,2026-03-06,
St Mary's Center,church,2,"620 W Pine St, Mahanoy City, PA 17948, USA",Mahanoy City,17948,(570) 773-2434,,,40.8103633,-76.1480352,3.3,3,OPERATIONAL,https://maps.google.com/?cid=12991864826831101314,,,,,,,,google_places,2026-03-06,
St. Paul's United Church of Christ,church,2,"20 W Pine St, Mahanoy City, PA 17948, USA",Mahanoy City,17948,(570) 773-0821,,,40.8115173,-76.1418885,4.7,3,OPERATIONAL,https://maps.google.com/?cid=3264050015414717674,,,,,,,,google_places,2026-03-06,
Zion Baptist Church,church,2,"400 E Market St, Mahanoy City, PA 17948, USA",Mahanoy City,17948,(570) 773-2829,,,40.812919,-76.1372402,4.6,8,OPERATIONAL,https://maps.google.com/?cid=5972782296230002766,,,,,,,,google_places,2026-03-06,
Church Street,church,2,"Church St, Minersville, PA, USA",Minersville,,,,,40.6892785,-76.2656157,,,,"https://maps.google.com/?q=Church+St,+Minersville,+PA,+USA&ftid=0x89c5ee049de29409:0x27b09f8bd79dbd41",,,,,,,,google_places,2026-03-06,
St Nicholas Ukrainian Catholic Church,church,2,"415 N Front St, Minersville, PA 17954, USA",Minersville,17954,(570) 544-4581,,https://ukrarcheparchy.us/parishes/minersville-st-nicholas-church,40.6937661,-76.2575018,4.8,12,OPERATIONAL,https://maps.google.com/?cid=5417934002002625510,,,,,,,,google_places,2026-03-06,
Holy Cross Church,church,2,"99 Valley St, New Philadelphia, PA 17959, USA",New Philadelphia,17959,(570) 277-6800,,,40.71884319999999,-76.1165627,4.9,21,OPERATIONAL,https://maps.google.com/?cid=11994372779907408462,,,,,,,,google_places,2026-03-06,
Faith Worship Center,church,2,"1168 Centre Turnpike, Orwigsburg, PA 17961, USA",Orwigsburg,17961,(570) 366-5131,,https://atfaithchurch.com/,40.6392406,-76.089007,4.8,36,OPERATIONAL,https://maps.google.com/?cid=11646952586488922591,,,,,,,,google_places,2026-03-06,
Church Street,church,2,"Church St, Pine Grove, PA 17963, USA",Pine Grove,17963,,,,40.5434035,-76.3880734,,,,https://maps.google.com/?cid=951132311823112616,,,,,,,,google_places,2026-03-06,
First United Methodist Church,church,2,"330 W Market St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-8140,,http://methodistwitness.com/,40.6848272,-76.19830859999999,4.2,32,OPERATIONAL,https://maps.google.com/?cid=5567266112565426561,,,,,,,,google_places,2026-03-06,
Freedom in Christ Church of Schuylkill County,church,2,"1850 1st Ave, Pottsville, PA 17901, USA",Pottsville,17901,(570) 640-7564,,http://ficcsc.com/,40.6809822,-76.2210462,4.6,24,OPERATIONAL,https://maps.google.com/?cid=15986422457053341015,,,,,,,,google_places,2026-03-06,
Iglesia Cristiana El Kairos,church,2,"912 W Market St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 728-2902,,,40.68273019999999,-76.20258179999999,4.6,12,OPERATIONAL,https://maps.google.com/?cid=17092040841789813275,,,,,,,,google_places,2026-03-06,
Life Centre Foursquare Gospel,church,2,"2300 Mahantongo St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-7323,,https://www.lifecentrepottsville.com/,40.6713773,-76.2283899,4.8,8,OPERATIONAL,https://maps.google.com/?cid=17345601981384523876,,,,,,,,google_places,2026-03-06,
Mary Queen of Peace Catholic Chapel,church,2,"730 N Centre St, Pottsville, PA 17901, USA",Pottsville,17901,,,https://maryqpeace.org/,40.694079,-76.1979209,5.0,3,OPERATIONAL,https://maps.google.com/?cid=8040285393123218680,,,,,,,,google_places,2026-03-06,
Mountainside Bible Church,church,2,"6 Cadbury St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 628-3787,,http://mountainsidebc.com/,40.6853816,-76.174123,4.8,4,OPERATIONAL,https://maps.google.com/?cid=663541226751741728,,,,,,,,google_places,2026-03-06,
Pottsville Seventh-day Adventist Church,church,2,"284 Industrial Park Rd, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-8729,,https://pottsvillesdachurch.org/,40.7009726,-76.17561669999999,4.9,21,OPERATIONAL,https://maps.google.com/?cid=9458687558717414908,,,,,,,,google_places,2026-03-06,
Saint Patrick Roman Catholic Church,church,2,"319 Mahantongo St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-1802,,http://www.stpatrickpottsville.org/,40.6831007,-76.1972037,4.8,56,OPERATIONAL,https://maps.google.com/?cid=3978838510078476825,,,,,,,,google_places,2026-03-06,
Salvation Army,church,2,"400 Sanderson St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-5252,,https://easternusa.salvationarmy.org/eastern-pennsylvania/pottsville/,40.6876372,-76.20103209999999,4.2,52,OPERATIONAL,https://maps.google.com/?cid=8442957021980998325,,,,,,,,google_places,2026-03-06,
Saved By Grace Bible Church,church,2,"1213 Mahantongo St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 497-1901,,http://savedbygracebiblechurch.com/,40.6797691,-76.204287,5.0,4,OPERATIONAL,https://maps.google.com/?cid=13206608246263771523,,,,,,,,google_places,2026-03-06,
St. John the Baptist Catholic Church,church,2,"913 Mahantongo St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-5470,,http://www.saintjohnpottsville.org/,40.68072859999999,-76.2013547,4.7,42,OPERATIONAL,https://maps.google.com/?cid=14769518214059985118,,,,,,,,google_places,2026-03-06,
Strike Zone Alleys,church,2,"2501 West End Ave, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-8740,,http://www.strikezonealleys.com/,40.6735388,-76.2329266,4.4,482,OPERATIONAL,https://maps.google.com/?cid=13187476949101673333,,,,,,,,google_places,2026-03-06,
The Church of Jesus Christ of Latter-day Saints,church,2,"1501 Mahantongo St, Pottsville, PA 17901, USA",Pottsville,17901,(484) 258-3487,,https://local.churchofjesuschrist.org/en/us/pa/pottsville/1501-mahantongo-street?utm_source=gmb&utm_medium=yext&y_source=1_NjcwODQ1MDctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,40.6779938,-76.2091861,4.9,18,OPERATIONAL,https://maps.google.com/?cid=4925103756028641192,,,,,,,,google_places,2026-03-06,
Trinity Episcopal Church,church,2,"200 S 2nd St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-8720,,http://trinityepiscopalpottsvillepa.com/,40.683514,-76.1942759,4.6,5,OPERATIONAL,https://maps.google.com/?cid=11920104455769324687,,,,,,,,google_places,2026-03-06,
Trinity Lutheran Church,church,2,"300 W Arch St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-9910,,https://trinitypottsville.com/,40.6855685,-76.1980751,4.5,26,OPERATIONAL,https://maps.google.com/?cid=4280917671946439729,,,,,,,,google_places,2026-03-06,
Trinity United Church-Christ,church,2,"316 W Market St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-5073,,,40.6849094,-76.1978969,4.5,4,OPERATIONAL,https://maps.google.com/?cid=1410944214355763623,,,,,,,,google_places,2026-03-06,
Truth Seekers,church,2,"106 N 6th St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 990-1212,,,40.6844397,-76.20006579999999,5.0,21,OPERATIONAL,https://maps.google.com/?cid=14611022729351879000,,,,,,,,google_places,2026-03-06,
United Presbyterian Church,church,2,"214 Mahantongo St, Pottsville, PA 17901, USA",Pottsville,17901,(570) 622-1760,,http://www.unitedpresbyterian.com/,40.6839407,-76.1960721,4.7,6,OPERATIONAL,https://maps.google.com/?cid=16435142988466213738,,,,,,,,google_places,2026-03-06,
St. Ambrose Church,church,2,"201 Randel St, Schuylkill Haven, PA 17972, USA",Schuylkill Haven,17972,(570) 385-1031,,http://stambrosehaven.com/,40.6351112,-76.1609385,4.8,47,OPERATIONAL,https://maps.google.com/?cid=4791025261793777167,,,,,,,,google_places,2026-03-06,
Annunciation BVM Church,church,2,"218 W Cherry St, Shenandoah, PA 17976, USA",Shenandoah,17976,(570) 462-1916,,,40.8179794,-76.20381019999999,4.9,11,OPERATIONAL,https://maps.google.com/?cid=18155499759084959766,,,,,,,,google_places,2026-03-06,
Church of the Valley,church,2,"6859 US-340, Shenandoah, VA 22849, USA",Shenandoah,22849,(540) 652-6200,,http://church-of-the-valley.boxcast.site/,38.5439691,-78.60827689999999,4.7,7,OPERATIONAL,https://maps.google.com/?cid=11166857639464888232,,,,,,,,google_places,2026-03-06,
Divine Mercy RC Parish,church,2,"108 W Cherry St, Shenandoah, PA 17976, USA",Shenandoah,17976,(570) 462-1968,,https://www.dmparish.com/,40.8181873,-76.202293,5.0,13,OPERATIONAL,https://maps.google.com/?cid=12296646250612936374,,,,,,,,google_places,2026-03-06,
Glory of Faith International Church,church,2,"117 W Oak St, Shenandoah, PA 17976, USA",Shenandoah,17976,(918) 504-6466,,,40.8193619,-76.20293819999999,5.0,1,OPERATIONAL,https://maps.google.com/?cid=12403348050675100489,,,,,,,,google_places,2026-03-06,
Iglesia Cristiana El Dios Vivo,church,2,"213 W Oak St, Shenandoah, PA 17976, USA",Shenandoah,17976,,,,40.8192782,-76.2035267,5.0,16,OPERATIONAL,https://maps.google.com/?cid=5149765733908587929,,,,,,,,google_places,2026-03-06,
Iglesia camino al cielo # 3 (“Christian Church”) apóstoles y profetas Efesio 2:20,church,2,"222 N Diamond St, Shenandoah, PA 17976, USA",Shenandoah,17976,(516) 244-1714,,,40.8224633,-76.20594899999999,5.0,3,OPERATIONAL,https://maps.google.com/?cid=13134523286891323814,,,,,,,,google_places,2026-03-06,
Shenandoah Mennonite Church,church,2,"28 N Chestnut St, Shenandoah, PA 17976, USA",Shenandoah,17976,,,https://shenandoahmennonite.com/,40.8206627,-76.204828,4.3,19,OPERATIONAL,https://maps.google.com/?cid=5124439350435216970,,,,,,,,google_places,2026-03-06,
St Casimir's Catholic Church,church,2,"229 N Jardin St, Shenandoah, PA 17976, USA",Shenandoah,17976,(570) 462-9892,,,40.8228654,-76.20287019999999,4.7,12,OPERATIONAL,https://maps.google.com/?cid=1898516590803770955,,,,,,,,google_places,2026-03-06,
St. John's Evangelical Lutheran Church,church,2,"115 W Cherry St, Shenandoah, PA 17976, USA",Shenandoah,17976,(570) 462-1547,,,40.8184532,-76.2024854,5.0,1,OPERATIONAL,https://maps.google.com/?cid=17375463388502459280,,,,,,,,google_places,2026-03-06,
St. Michael's Ukrainian Greek Catholic Church,church,2,"114 S Chestnut St, Shenandoah, PA 17976, USA",Shenandoah,17976,(570) 462-0809,,https://www.stmichaelsfirst.com/,40.818771,-76.2044978,5.0,11,OPERATIONAL,https://maps.google.com/?cid=14401812257835104601,,,,,,,,google_places,2026-03-06,
